filename,sample_rate,duration_sec,num_samples,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,split
8gii01YlaDQ_30.wav,22050,10.0,220500,0.234908,0.069578,2100.83,2560.28,5588.24,train
wAOP6pY3vsE_30.wav,22050,10.0,220500,0.088377,0.075545,1739.29,2286.03,3815.6,train
0v7SOVeMw0g_30.wav,22050,10.0,220500,0.040088,0.022512,673.62,1254.13,1089.92,train
vDp66_IXrvM_10.wav,22050,10.0,220500,0.064724,0.23277,2647.08,1603.37,4539.21,train
_JieEQVJW0w_13.wav,22050,9.402,207318,0.067272,0.232993,3880.04,3297.61,8334.07,train
cp6958XwS3w_120.wav,22050,10.0,220500,0.043969,0.132594,2496.73,2269.26,4700.88,train
2zohqWPmeQU_80.wav,22050,10.0,220500,0.126943,0.258573,2734.55,1320.05,4131.78,train
xWQAWcmOTqI_22.wav,22050,9.688,213620,0.008436,0.240007,3523.95,2903.25,7226.4,train
ZLN0DiI4mmE_140.wav,22050,10.0,220500,0.041853,0.138335,2477.25,2399.84,5081.51,train
t5Ud4BQ01Bo_10.wav,22050,10.0,220500,0.067541,0.194879,2743.92,1809.94,4129.55,train
KgTpYqqkM14_110.wav,22050,10.0,220500,0.005688,0.079472,1426.76,1550.21,3231.53,train
zNHshLBEdbU_30.wav,22050,10.0,220500,0.190213,0.177763,2588.89,1988.38,4504.29,train
TxnZxbGY4Y8_20.wav,22050,10.0,220500,0.013872,0.383539,4558.88,2853.86,8039.9,train
8AEg3aGab6Q_60.wav,22050,10.0,220500,0.00534,0.024516,1009.95,1143.78,2150.02,train
dZje-wshTSs_20.wav,22050,10.0,220500,0.072838,0.281879,3427.76,2174.0,6061.55,train
WLH87N00WoM_20.wav,22050,10.0,220500,0.062787,0.145261,2468.44,2256.96,4830.23,train
_e8BnmF1IfI_10.wav,22050,10.0,220500,0.041127,0.106693,2281.61,2375.17,4749.84,train
aiTS9wOmJfA_70.wav,22050,10.0,220500,0.024649,0.099634,1746.49,1808.68,2928.39,train
JTomOXy6jE0_20.wav,22050,10.0,220500,0.314695,0.104632,2389.81,2522.78,5106.94,train
4_TsbPKlmi4_30.wav,22050,10.0,220500,0.020138,0.085967,1604.36,1870.48,2744.31,train
SkkTmnYQpxw_0.wav,22050,10.0,220500,0.156242,0.203144,3105.64,2470.5,5630.76,train
LYfIHB8OAmM_350.wav,22050,10.0,220500,0.112233,0.414109,4545.28,2129.6,6540.22,train
VPDYd9bsNPo_30.wav,22050,10.0,220500,0.10442,0.148246,2538.55,2423.08,5020.66,train
Fa10DbOMA-Q_180.wav,22050,10.0,220500,0.018789,0.261675,3576.67,2695.6,6476.7,train
PLolx4eLwiI_20.wav,22050,10.0,220500,0.10285,0.224485,3832.1,3050.95,7671.42,train
A-Ia4d6Bu1k_30.wav,22050,10.0,220500,0.208004,0.094558,1826.74,2081.06,3538.76,train
8FkeGjySMCo_30.wav,22050,10.0,220500,0.034863,0.129586,1819.05,1620.65,2609.39,train
g6TlOWIaUEI_140.wav,22050,10.0,220500,0.013497,0.207162,3473.44,2753.73,6686.91,train
IvwQUQb0bAA_10.wav,22050,10.0,220500,0.055448,0.196286,3135.19,2604.84,6498.41,train
393iV1LxI0c_180.wav,22050,10.0,220500,0.130215,0.075252,1467.41,1468.74,3208.22,train
W2pjqvjnTiI_0.wav,22050,10.0,220500,0.017097,0.116444,2332.46,2318.95,4716.27,train
4JR2W673DiM_0.wav,22050,8.645,190625,0.041677,0.205204,2358.89,1421.25,4079.47,train
4Y66devJ-gg_30.wav,22050,10.0,220500,0.057085,0.349129,4401.36,2642.92,7635.49,train
lbVSXcMJPF8_570.wav,22050,10.0,220500,0.041755,0.146066,1973.0,1954.01,4015.94,train
dWkg8ZoZbBk_10.wav,22050,10.0,220500,0.182255,0.107226,1982.08,2010.74,3847.47,train
tyPPbGR2LFE_80.wav,22050,10.0,220500,0.362444,0.043703,1427.06,2310.56,3148.04,train
ZqlhNDsKdUw_150.wav,22050,10.0,220500,0.143598,0.133035,2285.0,2248.56,4302.89,train
VIJB9CQrJCg_8.wav,22050,9.299,205040,0.07563,0.073605,1372.21,1317.03,2761.78,train
Rg7wwH-XvD8_60.wav,22050,10.0,220500,0.008895,0.174373,3308.56,2956.93,6928.82,train
Kt1EcFxsbDw_30.wav,22050,10.0,220500,0.019003,0.090222,1347.58,1183.44,2370.83,train
gO83NhDU8J4_30.wav,22050,10.0,220500,0.025038,0.164396,2101.87,1524.5,3952.07,train
Dzdv_Y-iCLA_280.wav,22050,10.0,220500,0.112764,0.060094,1441.98,1784.32,2637.74,train
i5N4j_TiHVg_20.wav,22050,10.0,220500,0.10222,0.03036,709.74,1123.54,1161.27,train
D4oX4Bv7nIY_260.wav,22050,10.0,220500,0.543672,0.019579,705.25,1242.37,1312.5,train
ik72bC1qZLs_520.wav,22050,10.0,220500,0.085095,0.115419,2436.5,2364.79,4864.43,train
CfTtig2dqJs_550.wav,22050,10.0,220500,0.003699,0.171362,2473.85,1995.59,4368.19,train
-adioGLVvF8_30.wav,22050,10.0,220500,0.014097,0.105725,2472.1,2760.98,5037.92,train
z9i3ss4_Mjs_430.wav,22050,10.0,220500,0.04272,0.129143,2657.35,2716.34,6073.04,train
0H1243JIN4k_30.wav,22050,10.0,220500,0.047647,0.110924,2429.47,2653.02,5204.77,train
gpE63HdDba0_12.wav,22050,9.439,208120,0.178903,0.088903,1496.42,1337.21,2866.98,train
MsqpIpQlkpA_30.wav,22050,10.0,220500,0.228526,0.032704,737.16,959.65,1399.18,train
JpS8ihziwzE_10.wav,22050,10.0,220500,0.069228,0.276923,3994.97,3002.69,7743.38,train
aC02yqe_pPA_30.wav,22050,10.0,220500,0.251721,0.132029,1814.61,1258.77,3120.37,train
OaiL2UHSWjs_120.wav,22050,10.0,220500,0.050636,0.131538,2066.56,1810.21,3697.92,train
R3-AQbvgMQU_30.wav,22050,10.0,220500,0.086558,0.081171,2187.56,2686.85,5440.93,train
JPeZmP0-Idw_140.wav,22050,10.0,220500,0.116736,0.132315,2393.28,2357.17,5060.43,train
4__LDPAN6iQ_110.wav,22050,10.0,220500,0.084394,0.109995,2370.21,2583.92,5096.42,train
uyp--1YAqSI_7.wav,22050,9.342,205986,0.324733,0.30184,3476.74,2298.2,6246.95,train
8dKn475Q060_10.wav,22050,10.0,220500,0.093353,0.011924,1769.37,1895.39,3903.36,train
NOz91EgDeHo_120.wav,22050,10.0,220500,0.03334,0.32181,4540.39,2926.62,8034.41,train
Y9MBLxjdtMk_0.wav,22050,10.0,220500,0.028833,0.264761,3057.86,1827.4,5082.99,train
Sx4fV9beeSc_30.wav,22050,10.0,220500,0.003823,0.13916,3108.69,2980.65,6782.46,train
FMK4guHv1gU_30.wav,22050,10.0,220500,0.19785,0.131503,2400.12,2247.29,4718.02,train
9WXw9M9QKj8_23.wav,22050,9.015,198786,0.284802,0.152934,1803.78,1087.07,2922.7,train
9JHw0TvrgEo_30.wav,22050,10.0,220500,0.090092,0.05653,1035.83,1043.02,2082.48,train
OX3Thw3J_4c_370.wav,22050,10.0,220500,0.02063,0.190444,3354.95,2737.17,6644.09,train
Bqms6FrZC1Q_0.wav,22050,10.0,220500,0.140501,0.057029,1372.66,1690.26,2665.62,train
Ch6YdbMt1gk_14.wav,22050,9.041,199348,0.120643,0.182896,2371.27,1858.56,4492.76,train
AjwtVR-bJ_I_30.wav,22050,10.0,220500,0.13311,0.049185,1900.57,2393.74,4049.97,train
lrA2963vrQo_80.wav,22050,10.0,220500,0.104849,0.265541,3505.4,2499.27,6177.53,train
165obDPbUVw_5.wav,22050,9.025,198998,0.065901,0.242651,2320.7,1539.24,4117.38,train
EnCdknnzazU_20.wav,22050,9.814,216408,0.074758,0.037723,1591.19,2187.15,3594.54,train
6bRKE0uWx3w_9.wav,22050,9.019,198862,0.049704,0.130656,2313.47,2324.94,4741.93,train
32WFQlLaJxc_30.wav,22050,10.0,220500,0.235988,0.079694,1504.81,1503.12,2694.67,train
-72pUaj4jLE_10.wav,22050,10.0,220500,0.133162,0.099985,1556.59,1399.97,2662.35,train
8h2hoNk6ZWI_80.wav,22050,10.0,220500,0.128949,0.158538,1927.62,1102.28,2088.75,train
28OKxAF24Pk_6.wav,22050,9.494,209348,0.199891,0.119117,2312.36,2074.63,4296.14,train
FNhpsHkmewE_0.wav,22050,10.0,220500,0.047438,0.073442,1398.97,1255.88,2874.03,train
DnBZ6hQyy4g_30.wav,22050,10.0,220500,0.007986,0.080946,2328.54,2961.3,6161.47,train
o_gI6qy-NG0_190.wav,22050,10.0,220500,0.103458,0.111362,2145.36,2430.54,4377.59,train
qjgqs56SO9s_40.wav,22050,10.0,220500,0.015075,0.188632,3067.14,2633.03,5620.67,train
kONuYVnIFsA_230.wav,22050,10.0,220500,0.136467,0.133869,2511.03,2382.04,5059.35,train
66CmfucWx0M_30.wav,22050,10.0,220500,0.003782,0.147282,2322.3,2020.59,4548.55,train
-MwkklkmxRU_30.wav,22050,10.0,220500,0.036277,0.017909,1304.3,2165.49,3345.79,train
8zGhgP2Tqv0_80.wav,22050,10.0,220500,0.002535,0.12257,2055.96,2063.06,3922.29,train
9uc8YamBP7c_90.wav,22050,10.0,220500,0.240306,0.079499,2037.85,2522.66,4757.06,train
-dZk6HuNriU_30.wav,22050,10.0,220500,0.023302,0.097469,1874.99,1745.45,3472.04,train
T3QO2Tluiv8_110.wav,22050,10.0,220500,0.02157,0.351973,4315.16,2765.94,7130.71,train
gSZz1J4J8fg_30.wav,22050,10.0,220500,0.093728,0.115716,1682.17,1298.07,2683.66,train
UbX2YGXIFU0_60.wav,22050,10.0,220500,0.215026,0.129409,1887.98,1514.51,3749.0,train
080tLgt4NN4_30.wav,22050,10.0,220500,0.033741,0.052232,1122.43,1337.03,2171.06,train
N29kH8quCYk_30.wav,22050,10.0,220500,0.027005,0.219196,3428.21,2879.99,6601.78,train
mBfnQph14QY_340.wav,22050,10.0,220500,0.036563,0.014994,834.89,1520.69,1617.89,train
1vCYuQUbNxE_60.wav,22050,10.0,220500,0.06446,0.235524,3445.48,2493.0,6082.06,train
meqZwnTSsns_30.wav,22050,10.0,220500,0.075498,0.158827,1872.36,1107.78,3136.63,train
slonlwzewnI_250.wav,22050,10.0,220500,0.116644,0.168576,2710.59,2242.81,5005.67,train
GzKyIGhPTqo_30.wav,22050,10.0,220500,0.069509,0.10554,1547.33,1218.31,2613.71,train
cvfuwwtU-Tk_20.wav,22050,10.0,220500,0.275597,0.099603,1847.55,1772.86,3119.34,train
5Ect1bJFKYU_30.wav,22050,10.0,220500,0.028933,0.070362,1695.27,2150.97,3547.71,train
iKj7P-LZpJw_10.wav,22050,10.0,220500,0.054589,0.1592,2596.57,2263.99,4812.8,train
9vtUJW-ift8_50.wav,22050,10.0,220500,0.206869,0.066689,1889.28,2605.55,4197.68,train
98bXnHH85k4_30.wav,22050,10.0,220500,0.059796,0.094739,1481.49,1203.46,2318.39,train
0E_oFm9EzDE_380.wav,22050,10.0,220500,0.029398,0.038441,1520.27,2070.09,3334.5,train
98BZ9-9nEVI_160.wav,22050,10.0,220500,0.060648,0.170894,2682.2,2367.92,5288.03,train
WIOtetViWww_30.wav,22050,10.0,220500,0.060502,0.174216,3055.99,2833.11,6425.59,train
6O1IZkhnQdc_30.wav,22050,10.0,220500,0.101033,0.302885,3909.47,2696.18,6842.76,train
vQ9Qs3G7Bdk_130.wav,22050,10.0,220500,0.142692,0.099543,1823.24,2041.17,3418.86,train
js0XqM4kC8A_240.wav,22050,10.0,220500,0.306926,0.038382,1475.66,2071.97,3068.28,train
SqiGOBD7icM_20.wav,22050,10.0,220500,0.013877,0.126238,2305.67,2441.02,4660.01,train
uNzQBFFNa_k_30.wav,22050,10.0,220500,0.005197,0.133858,2483.9,2481.08,5074.17,train
y1yLls2dNUk_30.wav,22050,10.0,220500,0.004128,0.142633,2935.39,2988.97,6809.21,train
VY4Lu_JUz6o_12.wav,22050,9.107,200808,0.146873,0.375673,4614.04,3094.01,8359.92,train
7BU0rD0m2bk_20.wav,22050,10.0,220500,0.016129,0.14593,2288.85,2202.81,4353.5,train
WKsc-xUTnSY_0.wav,22050,10.0,220500,0.132731,0.054571,1262.1,1577.42,2758.87,train
VjElXYjoMzU_0.wav,22050,10.0,220500,0.230976,0.203945,3450.75,2581.58,6401.21,train
PkJqFDJDM0o_10.wav,22050,10.0,220500,0.066852,0.134975,2177.32,1654.18,3973.03,train
zlm5N6tavrk_17.wav,22050,9.494,209342,0.032692,0.119595,2470.6,2252.28,5254.02,train
9J1WaGyVSLw_30.wav,22050,10.0,220500,0.020925,0.090028,2256.51,2572.72,4683.1,train
6SnNgIK_PW4_30.wav,22050,10.0,220500,0.014596,0.1301,2309.97,2070.18,4225.48,train
NW0JLksWAek_40.wav,22050,10.0,220500,0.11626,0.32482,3311.92,1367.33,4808.3,train
fi8ukuUuwHs_220.wav,22050,10.0,220500,0.035608,0.173989,2858.32,2516.62,5572.15,train
RCf30NxV9Mk_90.wav,22050,10.0,220500,0.147581,0.241675,3334.74,2765.31,6503.23,train
T1S0lh0e-Qc_0.wav,22050,4.0,88200,0.127563,0.110442,1461.57,1087.95,2815.87,train
021r3luEmPk_430.wav,22050,10.0,220500,0.0111,0.210978,3244.23,2470.12,5991.88,train
m9AN5qiiFrk_30.wav,22050,10.0,220500,0.068253,0.114482,2242.56,2299.92,4398.57,train
b86pOvpCk9o_40.wav,22050,10.0,220500,0.168494,0.110292,1829.97,1586.5,3037.26,train
A6w50Tiw_YQ_590.wav,22050,10.0,220500,0.139034,0.081253,1343.77,1231.34,2453.91,train
wlBgYrHx4ds_30.wav,22050,10.0,220500,0.188834,0.112174,2277.6,2335.31,4899.13,train
XujBf40POcY_10.wav,22050,10.0,220500,0.07566,0.224703,2790.0,1807.72,4386.38,train
XLf9Xk2v_3Y_60.wav,22050,10.0,220500,0.070148,0.168471,3167.58,2793.03,6371.78,train
EVsJdyGhkRs_70.wav,22050,10.0,220500,0.129437,0.080938,1233.62,1084.54,2427.66,train
jMB2RJnExOE_160.wav,22050,10.0,220500,0.037032,0.321696,4418.46,3119.73,8201.95,train
1Y4HWY6DHnU_280.wav,22050,10.0,220500,0.051895,0.146151,2324.57,1932.07,3978.95,train
flXP8T4lKYE_30.wav,22050,10.0,220500,0.116702,0.098863,1598.36,1459.55,3484.33,train
H7lOMlND9dc_30.wav,22050,10.0,220500,0.387298,0.088517,1537.78,1922.99,2299.68,train
7ERyv4hJVzE_160.wav,22050,10.0,220500,0.091453,0.111882,2923.24,2804.68,6055.48,train
1aHUOIAag5I_30.wav,22050,10.0,220500,0.029761,0.133185,2645.09,2709.79,5764.18,train
CLyPudpzTKI_70.wav,22050,10.0,220500,0.008392,0.237464,3063.09,2144.23,4785.82,train
FucYmXzPI-8_22.wav,22050,9.052,199588,0.15607,0.120156,1972.83,1740.36,3925.56,train
7hWENAfcY0U_210.wav,22050,9.312,205340,0.173872,0.008328,337.41,643.99,684.7,train
PiRG35lMDgo_470.wav,22050,10.0,220500,0.16141,0.211079,3174.93,2437.3,6040.86,train
HzBNVQo9c4Q_30.wav,22050,10.0,220500,0.154912,0.165627,2500.9,2034.36,4905.92,train
BoD5V_ijxGA_30.wav,22050,10.0,220500,0.185327,0.123387,2142.29,1830.58,3677.33,train
vv3hA-eBDUs_30.wav,22050,10.0,220500,0.044981,0.046817,1328.57,1885.82,2529.88,train
xgGG_EOdkuk_30.wav,22050,10.0,220500,0.241582,0.398388,4803.68,2656.7,8170.13,train
EfdYbSXc8UU_30.wav,22050,10.0,220500,0.055435,0.067707,1838.49,2475.09,3589.08,train
WJbPb5NiPtE_9.wav,22050,9.204,202958,0.122935,0.154395,2442.86,2027.31,4065.25,train
6f-IhToL2eE_30.wav,22050,10.0,220500,0.070286,0.154391,1975.82,1463.07,3308.59,train
XtLS26fuX3U_490.wav,22050,10.0,220500,0.202801,0.085774,2065.23,2265.46,4375.29,train
uSk9GxPSVbw_30.wav,22050,10.0,220500,0.080489,0.068751,2241.58,2678.68,5360.32,train
mF5C93cDocA_30.wav,22050,10.0,220500,0.041334,0.125285,1971.25,1710.58,2903.29,train
__50RszhY3M_0.wav,22050,9.868,217600,0.096546,0.054542,1352.69,1762.61,2659.3,train
phSeC-he8lU_220.wav,22050,10.0,220500,0.059566,0.297258,3417.76,2451.01,5908.34,train
9qFY3IbiiiM_20.wav,22050,10.0,220500,0.190256,0.130129,1970.59,1647.27,3610.11,train
BLCtN8PLY9k_80.wav,22050,10.0,220500,0.130261,0.166642,2730.51,2192.96,5107.27,train
IwCWHG2dKeU_560.wav,22050,10.0,220500,0.098059,0.23154,3581.8,2943.53,7219.72,train
Y3FhfpXR-Cs_30.wav,22050,10.0,220500,0.189807,0.165859,2812.21,2430.77,5488.49,train
O3DqABWLNyQ_150.wav,22050,10.0,220500,0.037216,0.14488,1883.15,1452.02,2937.98,train
CfW9fhE4XBs_160.wav,22050,10.0,220500,0.049132,0.189169,3007.4,2621.03,5962.2,train
2kuDdm983uY_0.wav,22050,10.0,220500,0.033876,0.051616,1688.39,1928.95,3308.62,train
zkAe6bCsIEM_70.wav,22050,10.0,220500,0.170108,0.020835,931.7,1823.74,1688.51,train
2Ep4licRsKk_2.wav,22050,9.175,202316,0.228096,0.13017,2068.47,1724.06,3262.04,train
2FS8Twtl1ms_30.wav,22050,10.0,220500,0.137191,0.09098,1513.19,1540.73,2761.8,train
RP8PNWMKYyA_18.wav,22050,9.632,212380,0.05956,0.085226,1671.48,1804.31,2711.99,train
qitmTgpN8L4_30.wav,22050,10.0,220500,0.031968,0.101828,1661.13,1629.5,3058.84,train
7L1B7Rotorc_30.wav,22050,9.126,201220,0.089694,0.184089,2822.28,2526.37,5752.1,train
Z5fvIeJNjhQ_0.wav,22050,10.0,220500,0.208085,0.155157,2879.72,2254.68,5219.68,train
fHZLKS9Ik5E_560.wav,22050,10.0,220500,0.021889,0.134378,2162.83,1915.59,3678.21,train
Zk-lDpmcJYo_60.wav,22050,10.0,220500,0.004049,0.172679,3534.76,3264.18,8046.85,train
LJQxNkMslHs_40.wav,22050,10.0,220500,0.089905,0.210155,3444.62,2910.79,7142.63,train
be8MmMGEr0U_30.wav,22050,10.0,220500,0.146453,0.091858,1801.95,1888.68,3347.69,train
2bqC27BPZUE_120.wav,22050,10.0,220500,0.176558,0.10979,1959.77,1930.95,3567.54,train
zWeSlhpwA9w_70.wav,22050,10.0,220500,0.106888,0.274444,3573.43,2681.46,6729.15,train
0-qHY5xlbaM_30.wav,22050,10.0,220500,0.072968,0.076189,1584.97,1825.71,2834.34,train
fdcMp43ofyQ_30.wav,22050,10.0,220500,0.127075,0.118114,1742.45,1564.37,2785.18,train
9Sxy1AlWmB8_70.wav,22050,10.0,220500,0.150499,0.185779,2096.21,1105.14,3142.45,train
SlbN3b5ATQA_40.wav,22050,10.0,220500,0.107119,0.241613,3716.5,2673.85,6698.15,train
ZActhi7hlb8_0.wav,22050,10.0,220500,0.253813,0.074003,1894.41,2356.49,4288.98,train
7G0wiJdIoSY_40.wav,22050,10.0,220500,0.021323,0.164714,2529.46,2217.29,5072.17,train
aD09LLpaXfY_13.wav,22050,10.0,220500,0.136978,0.030747,962.55,1573.04,1758.35,train
ydLqjbN4FMg_0.wav,22050,10.0,220500,0.084844,0.092163,1630.6,1580.08,3531.65,train
VqVvojYt5jg_30.wav,22050,10.0,220500,0.149503,0.06418,1711.12,2294.0,3546.28,train
KbViq9fsi8E_130.wav,22050,10.0,220500,0.092125,0.477808,5394.59,2370.94,7973.56,train
ijid9IXLxXw_70.wav,22050,10.0,220500,0.040797,0.202527,3159.2,2484.66,5966.65,train
OVSVoHchNII_10.wav,22050,10.0,220500,0.277015,0.549724,6007.38,2660.22,9041.07,train
lMJHT1ySsMk_0.wav,22050,10.0,220500,0.286124,0.04862,968.52,1277.36,1822.83,train
LsWSOSy9ldI_30.wav,22050,10.0,220500,0.228676,0.009425,819.75,1836.08,1426.16,train
mo0EDiujpoM_100.wav,22050,10.0,220500,0.109715,0.057468,1369.62,1740.92,2525.28,train
cGWaXVpOL8M_30.wav,22050,10.0,220500,0.081119,0.155946,2722.82,2284.42,5047.79,train
GBsC6Vhyq3Y_30.wav,22050,10.0,220500,0.032446,0.098372,1634.92,1615.51,3019.82,train
n4f9w53125w_430.wav,22050,10.0,220500,0.159769,0.103829,2146.82,2355.3,4520.82,train
Z_-GdbLLbKA_30.wav,22050,10.0,220500,0.007711,0.149706,2218.01,1702.82,4207.09,train
d00DgW9vL8U_110.wav,22050,10.0,220500,0.122735,0.288079,3617.23,2639.57,6530.91,train
kslp7w9LjqU_25.wav,22050,8.977,197950,0.267602,0.091726,1519.65,1475.38,3295.58,train
6VUXazNX1Nw_60.wav,22050,10.0,220500,0.2422,0.187348,2806.2,2148.56,4746.97,train
tofi3KmLyno_0.wav,22050,7.0,154350,0.163651,0.14705,1895.52,1162.1,3190.62,train
051fzR7DDRA_30.wav,22050,10.0,220500,0.098737,0.021412,1074.03,1838.02,2220.32,train
FA8Hbf1BWb8_20.wav,22050,10.0,220500,0.099679,0.154798,2587.33,2278.29,4640.63,train
C5cWrTXOvNw_30.wav,22050,10.0,220500,0.041576,0.080104,1630.23,1892.61,3003.51,train
6VQeiOghkdE_30.wav,22050,10.0,220500,0.175867,0.083536,1466.12,1389.24,3111.3,train
rkgGPAmk-S4_10.wav,22050,10.0,220500,0.174188,0.070351,2046.88,2263.41,4350.51,train
TgAe6Bbep48_10.wav,22050,10.0,220500,0.182525,0.095693,2378.66,2258.65,4666.83,train
HFGixKjG1Ko_90.wav,22050,10.0,220500,0.092689,0.061255,1611.9,1911.76,3123.99,train
WqP0uNI6t5Y_30.wav,22050,10.0,220500,0.037808,0.270334,4056.06,3164.83,7966.99,train
p2aciw0GnZQ_90.wav,22050,10.0,220500,0.266438,0.087265,1401.31,1400.41,2562.88,train
fBKxMu6efmQ_0.wav,22050,10.0,220500,0.1949,0.080881,2026.1,1951.76,4051.74,train
p8kCJfj0Xn4_30.wav,22050,10.0,220500,0.183335,0.131339,2421.78,2131.1,4508.21,train
I6SiS3gxJ7o_30.wav,22050,10.0,220500,0.056999,0.07479,1705.36,2021.69,3566.69,train
Jskt1d0Vlhs_200.wav,22050,10.0,220500,0.075935,0.218229,3182.04,2521.78,6137.69,train
uLKXtweeED8_0.wav,22050,10.0,220500,0.077896,0.286645,3542.16,2623.24,6310.8,train
PHBkNjr6zng_20.wav,22050,10.0,220500,0.017248,0.397535,5111.3,2942.03,8688.25,train
PPuL8zWHWyE_7.wav,22050,10.0,220500,0.097886,0.134631,1929.25,1560.95,3851.77,train
neH6NGCJql8_17.wav,22050,9.053,199614,0.464912,0.093903,1489.1,1240.1,2546.03,train
GQq6G3x6eTw_140.wav,22050,10.0,220500,0.153748,0.301198,3568.17,2203.86,5642.15,train
gYui-MlyYxM_30.wav,22050,10.0,220500,0.099721,0.101393,2105.04,2131.74,4182.69,train
1_LYklNirE8_10.wav,22050,10.0,220500,0.030928,0.203052,3343.66,2805.39,6692.75,train
bmHo5nbDdQI_350.wav,22050,10.0,220500,0.192552,0.174586,2835.39,2386.6,5696.63,train
55cDQffhucw_410.wav,22050,10.0,220500,0.037711,0.13822,2431.06,2226.04,4685.42,train
3aIU4z_TQM0_30.wav,22050,10.0,220500,0.169039,0.118849,2690.16,2867.13,6398.33,train
7BrZjANUhx0_30.wav,22050,10.0,220500,0.089689,0.105769,2121.91,2036.79,3888.89,train
0095-_8T5ZY_220.wav,22050,10.0,220500,0.063606,0.189752,2582.44,2050.9,4472.71,train
X4VSve9T2ng_30.wav,22050,10.0,220500,0.041151,0.113712,2208.73,2217.86,4219.31,train
aoPAdosurbg_7.wav,22050,9.37,206610,0.206248,0.154798,2660.87,2284.64,4897.34,train
V5PJ3GL9zV4_120.wav,22050,10.0,220500,0.031176,0.035716,1655.51,2354.13,3978.55,train
2NA0rNmiPC0_30.wav,22050,10.0,220500,0.111046,0.251954,3202.32,2312.36,6119.4,train
C8RQinSjS6o_30.wav,22050,10.0,220500,0.025159,0.050963,1306.77,1943.57,2610.14,train
3BK4rRrgNP4_60.wav,22050,10.0,220500,0.008515,0.258623,3574.48,3063.17,7188.29,train
N-xuhcjGfXo_10.wav,22050,10.0,220500,0.772392,0.092982,2279.27,2068.02,4484.18,train
ODBsQr8oqM4_10.wav,22050,10.0,220500,0.031913,0.145813,1963.62,1393.16,2791.15,train
O0jgA7L43gc_330.wav,22050,10.0,220500,0.094751,0.349802,4335.4,2857.11,7707.86,train
